#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-07-08T01:09:27 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5f04f1192611	
#INFO	-out.max=99999	
#INFO	queryParameters=29	
#-oc.form=dec
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=II/246/out
#-nav=cat:II/246&tab:{II/246/out}&key:source=II/246&key:c=220.54852980992 11.96488163122&pos:220.54852980992 11.96488163122( 5.142666666666666 deg J2000)&HTTPPRM:&&-ref=VIZ5f04f1192611&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c=220.54852980992 11.96488163122&-c.eq=J2000&-c.r=2.5713&-c.u=deg&-c.geom=b&-order=I&-out=RAJ2000&-out=DEJ2000&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflg&-out=Rflg&-out=Bflg&-out=Cflg&-out=Xflg&-out=Aflg&-ignore=Opt=*&Opt=Opt&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/246/out
#-c=220.54852980992 11.96488163122
#-c.eq=J2000
#-c.r=2.5713
#-c.u=deg
#-c.geom=b
#-source=II/246/out
#-out=RAJ2000
#-out=DEJ2000
#-out=2MASS
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=Qflg
#-out=Rflg
#-out=Bflg
#-out=Cflg
#-out=Xflg
#-out=Aflg
#
#INFO	-c=220.548530+11.964882,bd=2.571300/2.5713	
#Constraint -bmark=POST

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	_r	(F8.6)	Distance from center (220.548530+11.964882)[FK5/J2000]	[ucd=pos.angDistance]
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	Jmag	(F6.3)	?(j_m) J selected default magnitude (2)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	?(j_msigcom) J total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	?(h_m) H selected default magnitude (2)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	?(h_msigcom) H total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	?(k_msigcom) K total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Qflg	(A3)	(ph_qual) JHK Photometric quality flag (5)	[ucd=meta.code.qual;phot]
#Column	Rflg	(A3)	(rd_flg) Source of JHK default mag (6)	[ucd=meta.ref]
#Column	Bflg	(A3)	(bl_flg) JHK components fit to source (7)	[ucd=meta.code]
#Column	Cflg	(A3)	(cc_flg) Artifact contamination, confusion (8)	[ucd=meta.code]
#Column	Xflg	(I1)	[0,2] (gal_contam) Extended source contamination (10)	[ucd=meta.code]
#Column	Aflg	(I1)	[0,1] (mp_flg) Association with asteroid or comet (11)	[ucd=meta.code]
_r	_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
1.245055	219.83829300	+10.93259600	219.838293	+10.932596	14392119+1055573 	16.280	 0.115	15.681	 0.111	15.450	 0.188	BBC	222	111	000	0	0
1.245088	221.76615500	+11.60504200	221.766155	+11.605042	14470387+1136181 	15.112	 0.046	14.530	 0.065	14.222	 0.082	AAA	222	111	000	0	0
1.245094	221.70749700	+11.45264700	221.707497	+11.452647	14464979+1127095 	15.961	 0.137	15.354	 0.171	15.073	 0.162	BCC	222	111	000	0	0
1.245152	221.32809000	+12.95026700	221.328090	+12.950267	14451874+1257009 	13.375	 0.024	13.095	 0.037	13.006	 0.027	AAA	222	111	000	0	0
1.245287	221.37291200	+12.91498100	221.372912	+12.914981	14452949+1254539 	14.080	 0.027	13.447	 0.037	13.300	 0.034	AAA	222	111	000	0	0
1.245318	219.62943700	+11.10471900	219.629437	+11.104719	14383106+1106169 	12.428	 0.027	11.873	 0.026	11.768	 0.023	AAA	222	111	000	0	0
1.245356	221.22840800	+10.91280200	221.228408	+10.912802	14445481+1054460 	16.167	 0.104	15.514	 0.123	15.452	 0.234	ABD	222	111	000	0	0
1.245365	220.90519900	+10.76961300	220.905199	+10.769613	14433724+1046106 	16.505	 0.189	15.517	 0.164	15.004	 0.190	CCC	222	111	000	0	0
1.245403	219.85467100	+13.00992300	219.854671	+13.009923	14392512+1300357 	14.442	 0.030	14.172	 0.038	14.044	 0.059	AAA	222	222	ccc	0	0
1.245512	220.80151600	+10.74431600	220.801516	+10.744316	14431236+1044395 	15.663	 0.082	15.038	 0.116	15.237	 0.223	ABD	222	111	000	0	0
1.245611	221.48252500	+11.11981200	221.482525	+11.119812	14455580+1107113 	15.948	 0.097	15.641	 0.164	15.112	 0.167	ACC	222	111	000	0	0
1.245618	221.41104800	+11.04986700	221.411048	+11.049867	14453865+1102595 	15.462	 0.062	14.994	 0.090	14.939	 0.135	AAB	222	111	000	0	0
1.245665	220.42076900	+10.72553100	220.420769	+10.725531	14414098+1043319 	16.418	 0.148	15.537	      	15.515	 0.277	BUD	202	101	000	0	0
1.245674	221.04462700	+13.11257500	221.044627	+13.112575	14441071+1306452 	15.021	 0.044	14.388	 0.051	14.529	 0.087	AAA	222	111	000	0	0
1.245688	220.30804500	+13.18825800	220.308045	+13.188258	14411393+1311177 	12.767	 0.021	12.369	 0.029	12.325	 0.023	AAA	222	111	000	0	0
1.246155	219.28228000	+12.10350600	219.282280	+12.103506	14370774+1206126 	15.306	 0.048	14.565	 0.045	14.407	 0.090	AAA	222	111	000	0	0
1.246172	220.12243400	+13.13960300	220.122434	+13.139603	14402938+1308225 	14.841	 0.036	14.560	 0.061	14.282	 0.072	AAA	222	111	000	0	0
1.246232	221.74431000	+12.39717000	221.744310	+12.397170	14465863+1223498 	14.924	      	14.258	      	14.639	 0.141	UUB	662	002	00c	0	0
1.246349	220.25655000	+10.75185100	220.256550	+10.751851	14410157+1045066 	13.999	 0.023	13.316	 0.032	13.070	 0.031	AAA	222	111	000	0	0
1.246453	219.27721600	+11.88479200	219.277216	+11.884792	14370653+1153052 	15.899	 0.065	15.336	 0.083	14.921	 0.132	AAB	222	111	000	0	0
1.246475	221.79407100	+11.70490700	221.794071	+11.704907	14471057+1142176 	14.708	 0.043	14.125	 0.050	14.120	 0.074	AAA	222	111	000	0	0
1.246518	219.61118400	+11.12203500	219.611184	+11.122035	14382668+1107193 	14.810	 0.040	14.499	 0.049	14.450	 0.093	AAA	222	111	000	0	0
1.246714	219.55952700	+11.18031100	219.559527	+11.180311	14381428+1110491 	14.919	 0.050	14.165	 0.055	14.130	 0.085	AAA	222	111	000	0	0
1.246880	221.73255100	+11.50574500	221.732551	+11.505745	14465581+1130206 	15.065	 0.043	14.442	 0.057	14.328	 0.088	AAA	222	111	000	0	0
1.246989	219.80807400	+12.98090200	219.808074	+12.980902	14391393+1258512 	15.523	 0.052	15.086	 0.069	15.269	 0.182	AAC	222	111	000	0	0
1.247036	219.29793100	+11.72611800	219.297931	+11.726118	14371150+1143340 	14.350	 0.026	13.979	 0.036	13.844	 0.058	AAA	222	111	000	0	0
1.247070	221.74493900	+12.39792800	221.744939	+12.397928	14465878+1223525 	15.278	      	14.692	      	15.172	 0.165	UUC	662	002	00c	0	0
1.247145	221.44317900	+11.07779600	221.443179	+11.077796	14454636+1104400 	12.681	 0.021	12.319	 0.025	12.283	 0.027	AAA	222	111	000	0	0
1.247165	219.49350400	+11.26668300	219.493504	+11.266683	14375844+1116000 	15.235	 0.064	14.710	 0.067	14.563	 0.124	AAB	222	111	000	0	0
1.247193	219.59674500	+11.13667000	219.596745	+11.136670	14382321+1108120 	16.697	 0.157	15.912	 0.174	15.566	 0.223	CCD	222	111	000	0	0
1.247354	219.72242800	+11.01591000	219.722428	+11.015910	14385338+1100572 	15.970	 0.077	15.659	 0.125	15.452	 0.213	ABC	222	111	000	0	0
1.247459	219.33073200	+11.59752000	219.330732	+11.597520	14371937+1135510 	13.311	 0.027	12.627	 0.024	12.502	 0.032	AAA	222	111	000	0	0
1.247762	221.82068800	+12.05770000	221.820688	+12.057700	14471696+1203277 	15.112	 0.050	14.630	 0.070	14.558	 0.099	AAA	222	111	000	0	0
1.247820	219.42200500	+11.38181900	219.422005	+11.381819	14374128+1122545 	11.297	 0.026	10.711	 0.024	10.626	 0.024	AAA	222	111	000	0	0
1.247849	219.38766500	+12.48445200	219.387665	+12.484452	14373303+1229040 	16.371	 0.093	15.850	 0.126	15.652	      	ABU	220	110	000	0	0
1.247890	219.60331900	+11.12844800	219.603319	+11.128448	14382479+1107424 	17.243	 0.226	16.195	 0.204	15.580	 0.246	DCD	222	111	000	0	0
1.247904	219.34119500	+11.56461300	219.341195	+11.564613	14372188+1133526 	16.967	 0.180	16.003	 0.154	16.928	      	CBU	220	110	000	0	0
1.247925	219.77046200	+10.97701200	219.770462	+10.977012	14390491+1058372 	15.134	 0.038	14.945	 0.068	14.655	 0.109	AAB	222	111	000	0	0
1.248207	221.62667900	+11.29938400	221.626679	+11.299384	14463040+1117577 	13.807	 0.026	13.159	 0.034	12.960	 0.039	AAA	222	111	000	0	0
1.248399	220.79261200	+13.19034100	220.792612	+13.190341	14431022+1311252 	16.688	 0.141	16.317	      	16.436	      	BUU	200	100	000	0	0
1.248462	219.37905800	+12.46711700	219.379058	+12.467117	14373097+1228016 	15.165	 0.043	14.489	 0.044	14.252	 0.068	AAA	222	111	000	0	0
1.248500	219.82950600	+10.93427800	219.829506	+10.934278	14391908+1056034 	15.994	 0.085	15.610	 0.103	15.188	 0.155	AAC	222	111	000	0	0
1.248515	220.17966700	+13.16036200	220.179667	+13.160362	14404312+1309373 	16.727	 0.141	15.963	      	15.583	      	BUU	200	100	000	0	0
1.248565	219.87629300	+13.02704100	219.876293	+13.027041	14393031+1301373 	16.820	 0.149	15.745	 0.119	16.095	      	BBU	220	110	000	0	0
1.248590	221.26960300	+12.99606000	221.269603	+12.996060	14450470+1259458 	16.752	 0.161	17.154	      	17.234	      	CUU	200	100	000	0	0
1.248605	220.41731700	+13.20690300	220.417317	+13.206903	14414015+1312248 	16.618	 0.154	15.486	 0.111	15.602	 0.196	BBC	222	111	000	0	0
1.248736	220.82848700	+13.18335700	220.828487	+13.183357	14431883+1311000 	13.003	 0.021	12.499	 0.022	12.449	 0.025	AAA	222	111	000	0	0
1.248822	220.59563600	+13.21285700	220.595636	+13.212857	14422295+1312462 	13.419	 0.023	13.121	 0.025	13.069	 0.033	AAA	222	111	000	0	0
1.248883	219.92201300	+13.05374100	219.922013	+13.053741	14394128+1303134 	15.843	 0.065	15.322	 0.099	15.271	 0.171	AAC	222	111	000	0	0
1.248934	220.80004400	+10.74053300	220.800044	+10.740533	14431201+1044259 	16.111	 0.110	15.453	 0.151	14.910	 0.175	BBC	222	111	000	0	0
1.248950	221.59609900	+12.68075600	221.596099	+12.680756	14462306+1240507 	16.818	 0.180	15.736	 0.138	16.062	      	CBU	220	110	000	0	0
1.249013	219.28378700	+12.13865300	219.283787	+12.138653	14370810+1208191 	13.578	      	15.154	 0.090	15.073	 0.171	UAC	622	021	0cc	0	0
1.249114	219.28384400	+12.13979300	219.283844	+12.139793	14370812+1208232 	12.759	 0.022	12.400	 0.021	12.356	 0.026	AAA	222	111	000	0	0
1.249215	220.33833400	+13.19713700	220.338334	+13.197137	14412120+1311496 	15.973	 0.094	15.465	 0.167	15.061	 0.128	ACB	222	111	000	0	0
1.249356	221.39951100	+11.03454700	221.399511	+11.034547	14453588+1102043 	16.816	 0.188	15.690	 0.187	15.368	 0.232	CCD	222	111	000	0	0
1.249402	220.28485000	+10.74251700	220.284850	+10.742517	14410836+1044330 	14.727	 0.042	13.961	 0.045	13.749	 0.063	AAA	222	111	000	0	0
1.249455	219.37911100	+12.46971100	219.379111	+12.469711	14373098+1228109 	16.817	 0.139	17.079	      	16.076	      	BUU	200	100	000	0	0
1.249662	220.61090600	+13.21306000	220.610906	+13.213060	14422661+1312470 	15.576	 0.057	14.952	 0.075	15.017	 0.140	AAB	222	111	000	0	0
1.249758	219.48227500	+12.65531000	219.482275	+12.655310	14375574+1239191 	16.206	 0.093	15.763	 0.127	14.814	 0.115	ABB	222	111	000	0	0
1.249810	221.67129300	+11.37074300	221.671293	+11.370743	14464111+1122146 	14.289	 0.030	13.692	 0.036	13.525	 0.046	AAA	222	111	000	0	0
1.249965	220.93867400	+13.15543000	220.938674	+13.155430	14434528+1309195 	14.181	 0.029	13.739	 0.036	13.752	 0.044	AAA	222	111	000	0	0
1.249974	219.29918100	+11.70560100	219.299181	+11.705601	14371180+1142201 	16.465	 0.121	16.130	 0.175	15.628	 0.250	BCD	222	111	000	0	0
1.250116	220.52119800	+13.21471300	220.521198	+13.214713	14420508+1312529 	16.380	 0.118	15.599	 0.135	15.222	      	BBU	220	110	000	0	0
1.250123	220.26351900	+13.18366400	220.263519	+13.183664	14410324+1311011 	16.538	 0.142	16.053	 0.195	16.023	 0.262	BCD	222	111	000	0	0
1.250209	219.38166700	+12.47720700	219.381667	+12.477207	14373160+1228379 	16.182	 0.078	15.402	 0.088	15.396	 0.181	AAC	222	111	000	0	0
1.250244	220.80084300	+13.19063400	220.800843	+13.190634	14431220+1311262 	15.815	 0.070	15.485	 0.117	14.923	 0.126	ABB	222	111	000	0	0
1.250345	221.78566900	+12.28168200	221.785669	+12.281682	14470856+1216540 	16.013	 0.081	15.694	 0.141	15.709	 0.239	ABD	222	111	000	0	0
1.250381	221.82205100	+12.07411700	221.822051	+12.074117	14471729+1204268 	16.220	 0.131	15.450	 0.142	14.910	 0.142	BBB	222	211	c00	0	0
1.250428	221.82528500	+12.02723700	221.825285	+12.027237	14471806+1201380 	16.751	 0.147	15.930	 0.176	16.097	      	BCU	220	110	000	0	0
1.250429	220.29874000	+10.73866900	220.298740	+10.738669	14411169+1044192 	13.888	 0.032	13.238	 0.025	13.128	 0.031	AAA	222	111	000	0	0
1.250509	219.42382100	+12.56144300	219.423821	+12.561443	14374171+1233411 	16.707	 0.132	16.378	 0.211	15.563	      	BCU	220	110	000	0	0
1.250511	219.36188600	+11.50239000	219.361886	+11.502390	14372685+1130086 	14.463	 0.036	14.151	 0.043	14.092	 0.063	AAA	222	111	000	0	0
1.250712	221.05420100	+13.11407300	221.054201	+13.114073	14441300+1306506 	16.331	 0.097	15.515	 0.118	15.447	 0.191	ABC	222	111	000	0	0
1.250758	220.27905600	+10.74234500	220.279056	+10.742345	14410697+1044324 	16.148	 0.094	15.415	 0.128	15.154	 0.184	ABC	222	111	000	0	0
1.250801	221.71082500	+11.44604700	221.710825	+11.446047	14465059+1126457 	10.706	 0.022	10.449	 0.025	10.383	 0.020	AAA	222	111	000	0	0
1.250890	219.85849600	+13.01886000	219.858496	+13.018860	14392603+1301078 	15.881	 0.102	15.192	 0.114	14.161	      	ABU	220	110	000	1	0
1.250985	220.31733000	+10.73460400	220.317330	+10.734604	14411615+1044045 	16.784	 0.137	15.983	 0.161	16.579	      	BCU	220	110	000	0	0
1.251234	219.31968800	+11.62048000	219.319688	+11.620480	14371672+1137137 	15.176	 0.044	14.747	 0.060	14.638	 0.102	AAA	222	111	000	0	0
1.251259	221.66577300	+11.35789800	221.665773	+11.357898	14463978+1121284 	15.624	 0.073	14.882	 0.070	14.640	 0.098	AAA	222	111	000	0	0
1.251430	219.59730500	+12.80326400	219.597305	+12.803264	14382335+1248117 	16.156	 0.104	15.305	      	14.723	      	AUU	200	100	s00	0	0
1.251523	220.58483000	+13.21590300	220.584830	+13.215903	14422035+1312572 	15.289	 0.047	14.898	 0.074	15.032	 0.148	AAB	222	111	000	0	0
1.251595	220.96828700	+13.14751800	220.968287	+13.147518	14435238+1308510 	 9.603	 0.022	 9.331	 0.023	 9.258	 0.018	AAA	222	111	000	0	0
1.251688	219.27254200	+12.06031200	219.272542	+12.060312	14370541+1203371 	12.449	 0.023	12.074	 0.022	12.040	 0.024	AAA	222	111	000	0	0
1.251746	221.67718100	+12.55689200	221.677181	+12.556892	14464252+1233248 	14.710	 0.036	14.164	 0.051	14.042	 0.046	AAA	222	111	000	0	0
1.251836	221.08430800	+10.82854800	221.084308	+10.828548	14442023+1049427 	15.710	 0.068	15.380	 0.110	15.480	 0.199	ABC	222	111	000	0	0
1.251943	221.79515800	+12.25064000	221.795158	+12.250640	14471083+1215023 	16.356	 0.105	15.665	 0.139	15.630	 0.233	ABD	222	111	000	0	0
1.251979	221.70936000	+12.49441400	221.709360	+12.494414	14465024+1229398 	16.141	 0.119	15.400	 0.126	15.061	 0.143	BBB	222	111	000	0	0
1.252097	220.80563600	+13.19157700	220.805636	+13.191577	14431335+1311296 	16.967	 0.176	16.149	 0.206	15.272	 0.167	CCC	222	111	000	0	0
1.252102	220.05446400	+10.81024600	220.054464	+10.810246	14401307+1048368 	15.315	 0.072	14.856	 0.077	14.448	 0.097	AAA	222	111	000	0	0
1.252108	220.08741700	+13.13329700	220.087417	+13.133297	14402098+1307598 	16.401	 0.111	16.073	 0.194	15.627	 0.243	BCD	222	111	000	0	0
1.252190	221.46896500	+11.09617700	221.468965	+11.096177	14455255+1105462 	14.007	 0.030	13.613	 0.040	13.626	 0.055	AAA	222	111	000	0	0
1.252219	219.95353700	+10.85677300	219.953537	+10.856773	14394884+1051243 	15.493	 0.060	15.415	 0.106	14.953	 0.148	AAB	222	111	000	0	0
1.252246	220.19930800	+10.76034700	220.199308	+10.760347	14404783+1045372 	15.668	 0.077	15.191	 0.100	15.226	 0.185	AAC	222	111	000	0	0
1.252275	219.75766600	+10.98127100	219.757666	+10.981271	14390183+1058525 	15.752	 0.070	15.442	 0.105	15.045	 0.140	AAB	222	111	000	0	0
1.252294	221.61342900	+11.27188700	221.613429	+11.271887	14462722+1116187 	15.399	 0.053	14.837	 0.087	14.542	 0.104	AAA	222	111	000	0	0
1.252302	221.56985100	+12.72174900	221.569851	+12.721749	14461676+1243182 	15.183	 0.051	14.940	 0.068	14.893	 0.103	AAA	222	111	000	0	0
1.252343	221.76340200	+12.36235200	221.763402	+12.362352	14470321+1221444 	13.432	 0.024	13.056	 0.026	13.034	 0.031	AAA	222	111	000	0	0
1.252389	219.89412600	+10.88921600	219.894126	+10.889216	14393459+1053211 	11.238	 0.026	10.919	 0.024	10.854	 0.021	AAA	222	111	000	0	0
1.252430	219.72064900	+12.92145500	219.720649	+12.921455	14385295+1255172 	15.146	 0.041	14.860	 0.062	14.831	 0.114	AAB	222	111	000	0	0
1.252469	221.13862100	+10.85397700	221.138621	+10.853977	14443326+1051143 	16.500	 0.132	16.080	 0.233	15.807	      	BDU	220	110	000	0	0
1.252518	221.74969000	+11.53377700	221.749690	+11.533777	14465992+1132015 	14.978	 0.043	14.341	 0.041	14.271	 0.077	AAA	222	111	000	0	0
1.252521	219.34434900	+12.39302100	219.344349	+12.393021	14372264+1223348 	15.539	 0.051	15.203	 0.076	15.420	 0.198	AAC	222	111	000	0	0
1.252559	221.30869300	+12.97384800	221.308693	+12.973848	14451408+1258258 	13.176	 0.024	12.692	 0.031	12.602	 0.030	AAA	222	111	000	0	0
1.252576	220.65247600	+10.71645900	220.652476	+10.716459	14423659+1042592 	14.609	 0.032	14.152	 0.049	14.116	 0.076	AAA	222	111	000	0	0
1.252603	219.74920800	+10.98743200	219.749208	+10.987432	14385980+1059147 	15.627	 0.066	14.796	 0.055	14.832	 0.137	AAB	222	111	000	0	0
1.252613	220.44968600	+13.21377500	220.449686	+13.213775	14414792+1312495 	16.131	 0.091	15.411	 0.115	15.145	 0.134	ABB	222	111	000	0	0
1.252672	219.26956100	+12.02893100	219.269561	+12.028931	14370469+1201441 	16.600	 0.128	16.093	 0.174	14.942	      	BCU	220	110	000	0	0
1.252674	221.47692300	+11.10362900	221.476923	+11.103629	14455446+1106130 	15.047	 0.052	14.621	 0.074	14.687	 0.123	AAB	222	111	000	0	0
1.252678	220.54848500	+13.21756000	220.548485	+13.217560	14421163+1313032 	12.492	 0.022	12.202	 0.021	12.139	 0.020	AAA	222	111	000	0	0
1.252717	221.00061000	+13.13730800	221.000610	+13.137308	14440014+1308143 	15.830	 0.063	15.233	 0.091	15.072	 0.143	AAB	222	111	000	0	0
1.252790	219.31268800	+11.63919000	219.312688	+11.639190	14371504+1138210 	16.405	 0.108	15.905	 0.160	16.762	      	BCU	220	110	000	0	0
1.252859	219.71383000	+11.01588400	219.713830	+11.015884	14385131+1100571 	17.138	 0.225	15.909	 0.138	15.350	 0.180	DBC	222	111	c00	0	0
1.252876	219.27876200	+11.80433900	219.278762	+11.804339	14370690+1148156 	14.885	 0.043	14.357	 0.045	14.121	 0.070	AAA	222	111	000	0	0
1.252879	219.29059000	+12.20288800	219.290590	+12.202888	14370974+1212103 	15.111	 0.040	14.749	 0.046	14.654	 0.102	AAA	222	111	000	0	0
1.253005	221.23027300	+10.90491500	221.230273	+10.904915	14445526+1054176 	15.213	 0.046	14.953	 0.075	14.847	 0.129	AAB	222	111	000	0	0
1.253010	219.70973200	+11.01915600	219.709732	+11.019156	14385033+1101089 	15.938	 0.075	15.428	 0.099	15.315	 0.188	AAC	222	111	000	0	0
1.253118	220.20280100	+13.17171300	220.202801	+13.171713	14404867+1310181 	15.719	 0.061	15.195	 0.090	14.901	 0.125	AAB	222	111	000	0	0
1.253128	221.78415800	+11.63713400	221.784158	+11.637134	14470819+1138136 	13.039	 0.025	12.746	 0.029	12.677	 0.034	AAA	222	111	000	0	0
1.253143	221.67199600	+11.36504600	221.671996	+11.365046	14464127+1121541 	16.914	 0.206	16.086	 0.179	15.575	 0.245	CCD	222	111	000	0	0
1.253153	220.83445000	+13.18656900	220.834450	+13.186569	14432026+1311116 	15.150	 0.043	14.715	 0.057	14.600	 0.097	AAA	222	111	000	0	0
1.253172	221.03754900	+13.12358400	221.037549	+13.123584	14440901+1307249 	15.250	 0.041	14.595	 0.056	14.366	 0.075	AAA	222	111	000	0	0
1.253482	221.15472200	+13.06988000	221.154722	+13.069880	14443713+1304115 	16.725	 0.152	15.767	      	16.182	 0.294	BUD	202	101	000	0	0
1.253564	219.47779700	+12.65559500	219.477797	+12.655595	14375467+1239201 	13.549	 0.024	13.088	 0.023	12.991	 0.030	AAA	222	111	000	0	0
1.253570	220.30700700	+10.73388000	220.307007	+10.733880	14411368+1044019 	16.899	 0.183	16.334	 0.236	16.033	 0.311	CDD	222	111	000	0	0
1.253585	219.32347000	+12.33527800	219.323470	+12.335278	14371763+1220070 	15.913	 0.067	15.553	 0.108	15.139	 0.155	AAB	222	111	000	0	0
1.253586	221.74187800	+12.42417400	221.741878	+12.424174	14465805+1225270 	16.207	 0.119	15.304	 0.124	15.049	 0.161	BBC	222	111	000	0	0
1.253596	219.47608400	+12.65310500	219.476084	+12.653105	14375426+1239111 	15.469	 0.060	14.805	 0.062	14.432	 0.092	AAA	222	111	000	0	0
1.253610	220.97519800	+13.14729600	220.975198	+13.147296	14435404+1308502 	11.068	 0.021	10.630	 0.023	10.534	 0.018	AAA	222	111	dd0	0	0
1.253628	219.45482200	+11.31366000	219.454822	+11.313660	14374915+1118491 	13.994	 0.031	13.710	 0.041	13.577	 0.050	AAA	222	111	000	0	0
1.253628	221.35793600	+12.93797900	221.357936	+12.937979	14452590+1256167 	15.888	 0.072	15.359	 0.104	14.892	 0.107	AAA	222	111	000	0	0
1.253706	219.95078700	+13.07451400	219.950787	+13.074514	14394818+1304282 	14.556	 0.041	14.157	 0.041	14.137	 0.067	AAA	222	111	000	0	0
1.253738	221.68945600	+12.53827300	221.689456	+12.538273	14464546+1232177 	16.299	 0.113	15.622	 0.160	15.722	 0.208	BCD	222	111	000	0	0
1.253773	220.63305900	+13.21593800	220.633059	+13.215938	14423193+1312573 	14.283	 0.029	13.921	 0.033	13.835	 0.055	AAA	222	111	000	0	0
1.253854	220.44963200	+10.71478300	220.449632	+10.714783	14414791+1042532 	13.975	 0.032	13.720	 0.032	13.608	 0.046	AAA	222	111	000	0	0
1.253872	219.83923100	+10.92137400	219.839231	+10.921374	14392141+1055169 	10.697	 0.026	10.093	 0.023	 9.929	 0.028	AAA	222	111	000	0	0
1.253891	219.32647100	+12.34571900	219.326471	+12.345719	14371835+1220445 	16.817	 0.159	15.923	 0.144	15.804	 0.282	CBD	222	111	000	0	0
1.253959	221.24225200	+10.91126700	221.242252	+10.911267	14445814+1054405 	13.930	 0.029	13.556	 0.033	13.360	 0.039	AAA	222	111	000	0	0
1.254007	221.80899200	+12.19588400	221.808992	+12.195884	14471415+1211451 	15.602	 0.055	15.085	 0.079	15.114	 0.148	AAB	222	111	000	0	0
1.254093	221.25127300	+13.01465000	221.251273	+13.014650	14450030+1300527 	15.988	 0.086	15.417	 0.119	14.920	 0.093	ABA	222	111	000	0	0
1.254094	219.53407900	+11.19993500	219.534079	+11.199935	14380817+1111597 	16.569	 0.197	15.789	 0.190	15.168	 0.212	CCC	222	111	000	0	0
1.254139	220.85735200	+10.74783800	220.857352	+10.747838	14432576+1044522 	15.558	 0.154	13.350	      	12.952	      	BUU	200	100	c00	2	0
1.254164	219.26799700	+11.90738200	219.267997	+11.907382	14370431+1154265 	16.201	 0.103	15.666	 0.125	15.513	 0.223	ABD	222	111	000	0	0
1.254188	221.71103900	+12.49612800	221.711039	+12.496128	14465064+1229460 	14.527	 0.036	14.135	 0.047	14.070	 0.057	AAA	222	111	000	0	0
1.254234	220.03833100	+13.11600400	220.038331	+13.116004	14400919+1306576 	16.716	 0.155	15.790	 0.161	14.994	 0.149	BCB	222	111	000	0	0
1.254240	221.72639100	+11.47193100	221.726391	+11.471931	14465433+1128189 	16.365	 0.130	16.329	      	15.641	      	BUU	200	100	c00	0	0
1.254434	220.04397200	+10.81207600	220.043972	+10.812076	14401055+1048434 	15.957	 0.083	15.646	 0.130	15.264	 0.191	ABC	222	111	000	0	0
1.254481	219.30547900	+12.27580600	219.305479	+12.275806	14371331+1216329 	14.451	 0.031	14.065	 0.034	14.126	 0.066	AAA	222	111	000	0	0
1.254483	219.94012900	+10.86121400	219.940129	+10.861214	14394563+1051403 	16.580	 0.158	16.227	 0.219	14.846	      	CDU	220	110	000	0	0
1.254548	220.85660000	+10.74723300	220.856600	+10.747233	14432558+1044500 	14.763	 0.131	14.123	 0.168	13.333	 0.103	BCA	222	111	000	1	0
